id_cliente,cliente_ativo,genero,cliente_idoso,cliente_parceiro,cliente_dependentes,meses_contrato,linha_telefonica,multiplas_linhas,provedor_internet,seguranca_online,backup_online,protecao_dispositivo,suporte_tecnico,streaming_TV,streaming_filmes,tipo_contrato,fatura_digital,meio_pagamento,fatura_mensal,custo_total,contas_diarias
2402-TAIRZ,Sim,Feminino,Não,Não,Não,37,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Não,Anual,Não,Cheque eletrônico,80.05,3019.1,2.67
2403-BCASL,Não,Masculino,Sim,Sim,Sim,41,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Anual,Sim,Cheque eletrônico,111.95,4534.9,3.73
2404-JIBFC,Sim,Feminino,Não,Sim,Sim,55,Sim,Sim,DSL,Sim,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Transferência bancária (automático),85.1,4657.95,2.84
2405-LBMUW,Sim,Feminino,Não,Sim,Sim,61,Não,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Anual,Sim,Transferência bancária (automático),50.7,3088.75,1.69
2408-PSJVE,Sim,Masculino,Não,Sim,Sim,44,Sim,Não,DSL,Não,Sim,Sim,Sim,Não,Não,Mensal,Sim,Cheque via correio,61.9,2924.05,2.06
2408-TZMJL,Não,Masculino,Não,Sim,Não,59,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,110.15,6448.05,3.67
2408-WITXK,Não,Feminino,Sim,Não,Não,10,Não,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,34.7,329.8,1.16
2410-CIYFZ,Sim,Masculino,Não,Não,Sim,2,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,20.4,42.9,0.68
2418-TPEUN,Sim,Feminino,Não,Sim,Sim,56,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Cartão de crédito (automático),19.8,1119.9,0.66
2419-FSORS,Sim,Masculino,Não,Sim,Não,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,108.4,7719.5,3.61
2424-WVHPL,Sim,Masculino,Sim,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mensal,Não,Cheque eletrônico,74.7,74.7,2.49
2428-HYUNX,Sim,Masculino,Sim,Sim,Não,44,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Cartão de crédito (automático),19.35,847.25,0.64
2428-ZMCTB,Sim,Masculino,Não,Não,Não,10,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),19.75,208.25,0.66
2429-AYKKO,Sim,Masculino,Não,Não,Não,72,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Transferência bancária (automático),19.85,1434.1,0.66
2430-RRYUW,Sim,Masculino,Não,Não,Não,66,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Anual,Sim,Cheque via correio,54.8,3465.7,1.83
2430-USGXP,Não,Masculino,Não,Sim,Não,24,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,101.05,2391.8,3.37
2432-TFSMK,Sim,Masculino,Não,Não,Não,18,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Anual,Sim,Cartão de crédito (automático),89.6,1633.0,2.99
2433-KMEAS,Não,Masculino,Não,Não,Não,22,Sim,Sim,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,54.45,1127.35,1.82
2434-EEVDB,Sim,Feminino,Não,Sim,Não,64,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Sim,Não,Bienal,Sim,Cartão de crédito (automático),94.6,5948.7,3.15
2436-QBZFP,Sim,Feminino,Não,Sim,Sim,22,Não,Não,DSL,Não,Sim,Não,Não,Sim,Não,Mensal,Não,Cheque eletrônico,39.2,849.9,1.31
2439-LYPMQ,Sim,Masculino,Sim,Sim,Não,38,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,102.6,4009.2,3.42
2439-QKJUL,Sim,Masculino,Não,Não,Não,5,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,20.25,109.8,0.68
2446-BEGGB,Não,Feminino,Sim,Não,Não,6,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,98.25,560.6,3.28
2446-PLQVO,Não,Masculino,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.3,70.3,2.34
2446-ZKVAF,Sim,Masculino,Não,Sim,Não,18,Sim,Sim,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),56.8,1074.65,1.89
2450-ZKEED,Sim,Feminino,Não,Não,Não,11,Sim,Não,DSL,Não,Não,Sim,Sim,Não,Não,Anual,Não,Transferência bancária (automático),53.8,651.55,1.79
2451-YMUXS,Sim,Masculino,Sim,Não,Não,67,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Bienal,Sim,Transferência bancária (automático),64.55,4250.1,2.15
2452-KDRRH,Sim,Masculino,Sim,Não,Não,67,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),101.4,6841.05,3.38
2452-MRMZF,Sim,Feminino,Sim,Sim,Não,72,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Cartão de crédito (automático),25.7,1937.4,0.86
2452-SNHFZ,Sim,Feminino,Não,Não,Não,47,Sim,Não,Fibra óptica,Sim,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),75.45,3545.1,2.52
2453-SAFNS,Sim,Feminino,Sim,Não,Não,54,Sim,Sim,DSL,Não,Sim,Não,Sim,Sim,Não,Anual,Não,Cheque via correio,72.1,3886.05,2.4
2454-RPBRZ,Não,Feminino,Sim,Sim,Não,12,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,98.1,1060.2,3.27
2455-USLMV,Sim,Feminino,Não,Não,Não,31,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),84.75,2613.4,2.82
2458-EOMRE,Sim,Feminino,Não,Não,Não,11,Sim,Não,DSL,Sim,Não,Sim,Não,Não,Sim,Mensal,Não,Transferência bancária (automático),64.05,733.95,2.13
2460-FPSYH,Não,Feminino,Sim,Não,Não,40,Não,Não,DSL,Sim,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,55.8,2109.35,1.86
2460-NGXBJ,Sim,Masculino,Sim,Sim,Sim,11,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),75.2,775.3,2.51
2462-XIIJB,Não,Masculino,Não,Não,Não,5,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,92.5,452.7,3.08
2465-BLLEU,Sim,Masculino,Não,Não,Não,1,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque via correio,19.75,19.75,0.66
2466-FCCPT,Sim,Feminino,Não,Sim,Sim,20,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Não,Transferência bancária (automático),19.7,395.6,0.66
2466-NEJOJ,Sim,Masculino,Não,Sim,Sim,8,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),19.65,169.75,0.65
2468-SJFLM,Sim,Masculino,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Sim,Não,Não,Mensal,Sim,Cheque via correio,74.3,74.3,2.48
2469-DTSGX,Sim,Feminino,Sim,Não,Não,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cheque eletrônico,111.65,7943.45,3.72
2472-OVKUP,Não,Masculino,Não,Sim,Não,6,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,91.0,531.0,3.03
2474-BRUCM,Não,Masculino,Sim,Sim,Não,40,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Sim,Sim,Mensal,Não,Cheque eletrônico,101.85,4086.3,3.4
2474-LCNUE,Sim,Feminino,Não,Sim,Não,23,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Sim,Mensal,Sim,Cartão de crédito (automático),73.65,1642.75,2.46
2475-MROZF,Sim,Masculino,Não,Não,Não,30,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Sim,Não,Não,Mensal,Sim,Cartão de crédito (automático),95.0,2852.4,3.17
2476-YGEFM,Sim,Feminino,Não,Não,Não,29,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),76.0,2215.25,2.53
2478-EEWWM,Sim,Masculino,Não,Sim,Não,59,Não,Não,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,44.3,2666.75,1.48
2479-BRAMR,Não,Masculino,Sim,Sim,Não,41,Sim,Sim,Fibra óptica,Sim,Não,Sim,Não,Não,Não,Mensal,Sim,Transferência bancária (automático),83.75,3273.55,2.79
2480-EJWYP,Sim,Feminino,Sim,Sim,Não,58,Sim,Sim,Fibra óptica,Não,Sim,Não,Não,Sim,Sim,Anual,Sim,Transferência bancária (automático),97.8,5458.8,3.26
2480-JZOSN,Sim,Feminino,Não,Sim,Não,1,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque via correio,20.65,20.65,0.69
2480-SQIOB,Sim,Masculino,Não,Sim,Sim,4,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,44.8,169.65,1.49
2481-SBOYW,Sim,Feminino,Não,Não,Sim,61,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Cartão de crédito (automático),25.0,1498.35,0.83
2482-CZGBB,Não,Masculino,Não,Não,Não,10,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.0,740.0,2.33
2483-XSSMZ,Sim,Feminino,Não,Não,Não,39,Sim,Não,DSL,Sim,Não,Não,Não,Não,Não,Anual,Sim,Cheque eletrônico,47.85,1886.4,1.6
2484-DGXPZ,Não,Feminino,Não,Sim,Sim,31,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque via correio,19.55,658.95,0.65
2485-ITVKB,Não,Feminino,Não,Sim,Não,2,Não,Não,DSL,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,35.1,68.75,1.17
2486-WYVVE,Sim,Masculino,Não,Sim,Não,31,Sim,Sim,DSL,Não,Não,Sim,Sim,Sim,Sim,Anual,Sim,Cheque via correio,79.3,2484.0,2.64
2495-INZWQ,Não,Masculino,Não,Não,Não,4,Não,Não,DSL,Não,Não,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,44.55,174.3,1.48
2495-KZNFB,Sim,Feminino,Não,Não,Não,33,Sim,Sim,Fibra óptica,Sim,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,90.65,2989.6,3.02
2495-TTHBQ,Sim,Feminino,Não,Não,Sim,4,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Sim,Cheque via correio,20.4,84.75,0.68
2498-XLDZR,Sim,Feminino,Não,Sim,Sim,32,Sim,Não,DSL,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Não,Cheque via correio,73.6,2316.85,2.45
2499-AJYUA,Sim,Feminino,Sim,Sim,Não,72,Sim,Sim,Fibra óptica,Não,Sim,Sim,Sim,Sim,Sim,Bienal,Sim,Cartão de crédito (automático),110.8,7882.25,3.69
2501-XWWTZ,Sim,Masculino,Não,Não,Não,11,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,70.2,760.05,2.34
2504-DSHIH,Sim,Masculino,Sim,Sim,Não,23,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Não,Cheque eletrônico,86.8,1975.85,2.89
2506-CLAKW,Não,Feminino,Não,Não,Não,6,Sim,Não,Fibra óptica,Sim,Sim,Sim,Sim,Não,Sim,Mensal,Sim,Transferência bancária (automático),98.15,567.45,3.27
2506-TNFCO,Não,Feminino,Sim,Sim,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,69.55,69.55,2.32
2507-QZPQS,Sim,Masculino,Não,Não,Não,15,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Não,Sim,Mensal,Não,Cheque eletrônico,95.7,1451.1,3.19
2509-TFPJU,Sim,Masculino,Não,Sim,Não,72,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cartão de crédito (automático),25.75,1864.2,0.86
2511-ALLCS,Sim,Feminino,Não,Sim,Sim,35,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Transferência bancária (automático),24.3,821.6,0.81
2511-MORQY,Sim,Masculino,Não,Sim,Sim,50,Sim,Sim,DSL,Não,Não,Sim,Não,Não,Não,Anual,Não,Transferência bancária (automático),54.9,2614.1,1.83
2514-GINMM,Não,Masculino,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,79.5,79.5,2.65
2516-VQRRV,Não,Feminino,Sim,Não,Não,2,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque via correio,75.45,158.4,2.52
2516-XSJKX,Sim,Feminino,Não,Sim,Sim,41,Sim,Não,DSL,Sim,Sim,Não,Sim,Sim,Sim,Bienal,Não,Cheque eletrônico,78.45,3126.45,2.62
2519-ERQOJ,Sim,Masculino,Sim,Não,Não,33,Não,Não,DSL,Não,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Cheque eletrônico,54.6,1803.7,1.82
2519-FAKOD,Não,Masculino,Não,Não,Sim,38,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automático),99.25,3777.15,3.31
2519-LBNQL,Sim,Masculino,Sim,Sim,Não,60,Sim,Sim,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,104.35,6339.45,3.48
2519-TWKFS,Sim,Masculino,Não,Sim,Sim,25,Sim,Sim,DSL,Não,Não,Não,Sim,Não,Não,Anual,Sim,Cheque via correio,55.1,1466.1,1.84
2520-SGTTA,Sim,Feminino,Não,Sim,Sim,0,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cheque via correio,20.0,0.0,0.67
2521-NPUZR,Sim,Masculino,Não,Sim,Não,70,Sim,Não,Fibra óptica,Sim,Sim,Sim,Sim,Não,Sim,Bienal,Não,Cartão de crédito (automático),101.0,7085.5,3.37
2522-AHJXR,Sim,Masculino,Não,Sim,Não,60,Sim,Sim,Fibra óptica,Sim,Não,Sim,Sim,Sim,Sim,Mensal,Sim,Transferência bancária (automático),109.45,6572.85,3.65
2522-WLNSF,Sim,Feminino,Sim,Sim,Não,34,Sim,Não,DSL,Não,Não,Sim,Sim,Sim,Não,Anual,Não,Transferência bancária (automático),64.2,2106.3,2.14
2523-EWWZL,Sim,Feminino,Não,Sim,Não,27,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,76.1,2093.4,2.54
2525-GVKQU,Sim,Feminino,Não,Não,Não,60,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cheque via correio,20.6,1093.0,0.69
2528-HFYZX,Não,Masculino,Sim,Sim,Não,17,Sim,Não,Fibra óptica,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,76.45,1233.4,2.55
2530-ENDWQ,Não,Feminino,Não,Sim,Não,71,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Sim,Sim,Bienal,Sim,Transferência bancária (automático),93.7,6585.35,3.12
2530-FMFXO,Sim,Masculino,Não,Sim,Sim,56,Sim,Sim,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Bienal,Sim,Cheque eletrônico,103.2,5873.75,3.44
2533-QVMSK,Não,Masculino,Não,Sim,Não,61,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Não,Bienal,Sim,Cheque eletrônico,94.1,5638.3,3.14
2533-TIBIX,Sim,Masculino,Não,Sim,Sim,15,Não,Não,DSL,Sim,Não,Não,Não,Não,Não,Mensal,Sim,Transferência bancária (automático),30.2,469.65,1.01
2535-PBCGC,Sim,Feminino,Não,Sim,Não,70,Não,Não,DSL,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automático),64.55,4504.9,2.15
2538-OIMXF,Sim,Feminino,Não,Não,Sim,1,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,24.7,24.7,0.82
2541-YGPKE,Sim,Masculino,Não,Sim,Sim,42,Sim,Não,DSL,Sim,Não,Não,Sim,Não,Sim,Anual,Não,Cartão de crédito (automático),63.7,2763.35,2.12
2542-HYGIQ,Sim,Feminino,Não,Não,Não,1,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),19.95,19.95,0.66
2545-EBUPK,Sim,Feminino,Sim,Não,Não,2,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Sim,Mensal,Sim,Cheque eletrônico,84.05,186.05,2.8
2545-LXYVJ,Sim,Masculino,Não,Sim,Não,72,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Transferência bancária (automático),20.7,1492.1,0.69
2546-KZAAT,Sim,Masculino,Não,Sim,Não,52,Sim,Não,DSL,Sim,Sim,Não,Não,Sim,Sim,Anual,Sim,Cheque via correio,75.4,3865.45,2.51
2550-AEVRU,Sim,Feminino,Não,Sim,Sim,57,Sim,Não,DSL,Sim,Sim,Não,Não,Não,Não,Anual,Não,Cheque eletrônico,53.45,3053.0,1.78
2550-QHZGP,Sim,Masculino,Não,Não,Não,7,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque via correio,19.5,128.6,0.65
2558-BUOZZ,Sim,Masculino,Não,Não,Não,47,Sim,Sim,Fibra óptica,Sim,Sim,Não,Não,Sim,Não,Anual,Não,Transferência bancária (automático),94.8,4535.85,3.16
2560-PPCHE,Sim,Feminino,Não,Não,Não,65,Sim,Sim,Fibra óptica,Não,Sim,Não,Sim,Sim,Sim,Anual,Sim,Transferência bancária (automático),105.05,6744.25,3.5
2560-QTSBS,Sim,Feminino,Não,Sim,Sim,72,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Sim,Transferência bancária (automático),23.3,1623.15,0.78
2560-WBWXF,Sim,Masculino,Não,Não,Não,68,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Transferência bancária (automático),24.15,1498.85,0.8
2565-JSLRY,Não,Masculino,Não,Não,Não,1,Sim,Sim,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque via correio,24.05,24.05,0.8
2568-BRGYX,Não,Masculino,Não,Não,Não,4,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,70.2,237.95,2.34
2568-OIADY,Não,Feminino,Não,Sim,Não,37,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,99.5,3762.0,3.32
2569-WGERO,Sim,Feminino,Não,Não,Não,72,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Transferência bancária (automático),21.15,1419.4,0.7
2573-GYRUU,Sim,Masculino,Sim,Sim,Não,48,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Não,Sim,Mensal,Sim,Cartão de crédito (automático),91.05,4370.75,3.03
2575-GFSOE,Não,Feminino,Não,Sim,Sim,7,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,69.0,506.9,2.3
2576-HXMPA,Sim,Feminino,Não,Não,Não,1,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cartão de crédito (automático),19.55,19.55,0.65
2577-GVSIL,Sim,Masculino,Não,Sim,Sim,35,Sim,Sim,DSL,Não,Não,Não,Sim,Sim,Sim,Anual,Sim,Transferência bancária (automático),73.45,2661.1,2.45
2578-JQPHZ,Sim,Masculino,Não,Não,Não,44,Sim,Não,Fibra óptica,Não,Não,Sim,Sim,Sim,Sim,Bienal,Não,Transferência bancária (automático),100.1,4378.35,3.34
2580-ASVVY,Sim,Feminino,Não,Sim,Não,37,Não,Não,DSL,Sim,Não,Não,Sim,Sim,Não,Bienal,Não,Cheque eletrônico,45.4,1593.1,1.51
2580-ATZSQ,Sim,Feminino,Não,Sim,Sim,65,Sim,Não,DSL,Sim,Sim,Sim,Não,Não,Não,Anual,Não,Transferência bancária (automático),61.35,3874.1,2.04
2581-VKIRT,Sim,Feminino,Não,Sim,Sim,59,Sim,Sim,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Não,Cheque via correio,65.5,3801.3,2.18
2582-FFFZR,Sim,Feminino,Não,Não,Não,22,Não,Não,DSL,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,50.6,1073.3,1.69
2585-KTFRE,Sim,Masculino,Não,Não,Sim,1,Sim,Não,DSL,Sim,Sim,Não,Sim,Não,Sim,Mensal,Sim,Transferência bancária (automático),70.45,70.45,2.35
2586-CWXVV,Sim,Masculino,Não,Sim,Não,54,Não,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,30.4,1621.35,1.01
2587-EKXTS,Sim,Masculino,Não,Não,Não,44,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,111.5,4915.15,3.72
2587-YNLES,Sim,Feminino,Não,Sim,Sim,6,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cheque via correio,20.1,100.35,0.67
2589-AYCRP,Sim,Feminino,Não,Não,Não,50,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Não,Transferência bancária (automático),19.75,989.05,0.66
2592-HODOV,Sim,Masculino,Não,Não,Não,13,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Anual,Não,Cartão de crédito (automático),19.3,259.65,0.64
2592-SEIFQ,Não,Masculino,Não,Não,Não,3,Não,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque eletrônico,24.75,66.95,0.82
2592-YKDIF,Sim,Feminino,Não,Não,Não,1,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,20.35,20.35,0.68
2595-KIWPV,Sim,Masculino,Não,Não,Sim,27,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cartão de crédito (automático),19.7,509.3,0.66
2599-CIPQE,Sim,Masculino,Não,Sim,Sim,71,Sim,Não,Fibra óptica,Sim,Sim,Sim,Sim,Sim,Sim,Bienal,Não,Cartão de crédito (automático),109.3,7782.85,3.64
2599-CZABP,Sim,Masculino,Não,Sim,Não,14,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Anual,Não,Cheque eletrônico,44.6,641.25,1.49
2603-HVKCG,Sim,Masculino,Não,Não,Não,31,Sim,Não,Fibra óptica,Não,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,101.4,3143.65,3.38
2604-IJPDU,Sim,Feminino,Não,Sim,Não,20,Sim,Não,Fibra óptica,Sim,Sim,Não,Sim,Sim,Não,Mensal,Sim,Cheque eletrônico,96.55,1901.65,3.22
2604-XVDAM,Sim,Feminino,Não,Não,Não,12,Sim,Não,DSL,Não,Não,Não,Não,Não,Não,Mensal,Não,Transferência bancária (automático),43.8,540.95,1.46
2606-PKWJB,Sim,Masculino,Não,Não,Sim,40,Não,Não,DSL,Sim,Sim,Não,Sim,Não,Não,Anual,Não,Cheque via correio,40.25,1564.05,1.34
2606-RMDHZ,Não,Masculino,Não,Não,Não,6,Não,Não,DSL,Não,Sim,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),30.5,208.7,1.02
2607-DHDAK,Sim,Masculino,Não,Sim,Sim,72,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Sim,Cartão de crédito (automático),19.8,1414.65,0.66
2607-FBDFF,Sim,Masculino,Não,Não,Não,1,Sim,Não,DSL,Não,Não,Não,Sim,Não,Não,Mensal,Não,Cartão de crédito (automático),49.0,49.0,1.63
2608-BHKFN,Não,Feminino,Não,Não,Não,4,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cartão de crédito (automático),70.05,266.9,2.34
2609-IAICY,Não,Feminino,Não,Não,Não,1,Sim,Sim,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque eletrônico,77.15,77.15,2.57
2612-PHGOX,Sim,Masculino,Não,Sim,Não,64,Sim,Sim,DSL,Não,Sim,Sim,Sim,Sim,Não,Bienal,Sim,Transferência bancária (automático),76.1,4818.8,2.54
2612-RANWT,Não,Feminino,Não,Não,Não,12,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Mensal,Sim,Transferência bancária (automático),100.15,1164.3,3.34
2612-RRIDN,Não,Masculino,Não,Não,Não,4,Sim,Não,Fibra óptica,Não,Não,Não,Não,Sim,Não,Mensal,Sim,Cheque eletrônico,81.0,340.85,2.7
2615-YVMYX,Sim,Masculino,Sim,Sim,Não,71,Sim,Sim,Fibra óptica,Sim,Sim,Sim,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,107.5,7713.55,3.58
2616-FLVQC,Sim,Masculino,Não,Não,Não,64,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Bienal,Não,Cheque via correio,19.55,1240.15,0.65
2616-UUTFK,Sim,Masculino,Não,Sim,Não,33,Sim,Sim,DSL,Sim,Sim,Sim,Não,Sim,Não,Mensal,Sim,Transferência bancária (automático),72.75,2447.45,2.42
2619-WFQWU,Não,Feminino,Não,Não,Não,1,Sim,Não,Fibra óptica,Não,Não,Não,Não,Não,Não,Mensal,Sim,Cheque via correio,70.15,70.15,2.34
2621-UDNLU,Sim,Feminino,Não,Sim,Não,3,Sim,Não,Sem serviço de internet,Não,Não,Não,Não,Não,Não,Mensal,Não,Cheque via correio,20.85,72.0,0.7
2623-DRYAM,Sim,Feminino,Não,Sim,Não,70,Sim,Sim,Fibra óptica,Não,Não,Sim,Não,Sim,Sim,Anual,Sim,Cheque eletrônico,101.75,7069.3,3.39
2625-TRCZQ,Sim,Feminino,Não,Sim,Não,51,Não,Não,DSL,Não,Sim,Não,Não,Sim,Sim,Mensal,Sim,Cheque eletrônico,49.65,2553.35,1.66
